"","Country","Category","Year","n_3","n_2","n_1","n_0"
"1265","finland","Tax",1999,1,0,0,0
"1266","finland","Tax",2000,0,0,0,0
"1267","finland","Tax",2001,0,0,0,0
"1268","finland","Tax",2002,1,0,0,0
"1269","finland","Tax",2003,1,1,0,0
"1270","finland","Tax",2004,1,1,1,0
"1271","finland","Tax",2005,2,1,1,1
"1272","finland","Tax",2006,2,2,1,0
"1273","finland","Tax",2007,2,2,1,0
"1274","finland","Tax",2008,2,1,1,1
"1275","finland","Tax",2009,2,1,1,0
"1276","finland","Tax",2010,2,2,0,0
"1277","finland","Tax",2011,3,1,1,0
"1278","finland","Tax",2012,2,2,1,1
"1279","finland","Tax",2013,2,2,2,0
"1280","finland","Tax",2014,3,2,1,1
"1281","finland","Tax",2015,3,2,1,0
"1282","finland","Tax",2016,3,2,1,0
"1283","finland","Tax",2017,3,2,1,1
"1284","finland","Tax",2018,2,2,2,0
"1285","finland","Tax",2019,2,2,1,1
"1286","finland","Tax",2020,3,1,1,0
"1287","finland","Tax",2021,3,2,0,0
"1288","finland","Tax",2022,3,2,1,0
"1289","finland","Tax",2023,2,2,2,1
"1290","finland","Tax",2024,2,2,2,1
"1291","finland","Tax",2025,2,2,1,0
"1292","finland","Tax",2026,2,1,0,0
"1293","finland","Other",2027,2,1,NA,NA
"1294","finland","Tax",2027,1,NA,NA,NA
"1295","finland","Other",2028,1,NA,NA,NA
"1296","france","Audit",1992,0,0,0,0
"1297","france","Audit",1993,0,0,0,0
"1298","france","Audit",1994,0,0,0,0
"1299","france","Audit",1995,0,0,0,0
"1300","france","Audit",1996,0,0,0,0
"1301","france","Audit",1997,0,0,0,0
"1302","france","Audit",1998,0,0,0,0
"1303","france","Audit",1999,0,0,0,0
"1304","france","Audit",2000,2,0,0,0
"1305","france","Audit",2001,2,2,0,0
"1306","france","Audit",2002,2,2,2,0
"1307","france","Audit",2003,2,2,2,2
"1308","france","Audit",2004,2,2,2,0
"1309","france","Audit",2005,3,2,0,0
"1310","france","Audit",2006,3,1,0,0
"1311","france","Audit",2007,1,1,1,0
"1312","france","Audit",2008,1,1,1,1
"1313","france","Audit",2009,1,1,1,0
"1314","france","Audit",2010,1,1,0,0
"1315","france","Audit",2011,1,0,0,0
"1316","france","Audit",2012,0,0,0,0
"1317","france","Audit",2013,2,0,0,0
"1318","france","Audit",2014,2,2,0,0
"1319","france","Audit",2015,2,2,2,0
"1320","france","Audit",2016,3,2,2,2
"1321","france","Audit",2017,3,3,2,0
"1322","france","Audit",2018,3,3,1,0
"1323","france","Audit",2019,3,1,1,1
"1324","france","Audit",2020,1,1,1,0
"1325","france","Audit",2021,1,1,0,0
"1326","france","Audit",2022,1,0,0,0
"1327","france","Audit",2023,0,0,0,0
"1328","france","Audit",2024,0,0,0,0
"1329","france","Audit",2025,0,0,0,0
"1330","france","Audit",2026,0,0,0,0
"1331","france","FA",1992,1,1,1,0
"1332","france","FA",1993,1,1,1,1
"1333","france","FA",1994,1,1,1,0
"1334","france","FA",1995,1,1,0,0
"1335","france","FA",1996,2,0,0,0
"1336","france","FA",1997,1,1,0,0
"1337","france","FA",1998,1,1,1,0
"1338","france","FA",1999,1,1,1,1
"1339","france","FA",2000,1,1,1,0
"1340","france","FA",2001,1,1,0,0
"1341","france","FA",2002,4,0,0,0
"1342","france","FA",2003,4,3,0,0
"1343","france","FA",2004,7,4,3,0
"1344","france","FA",2005,8,7,4,3
"1345","france","FA",2006,9,8,7,1
"1346","france","FA",2007,10,9,5,3
"1347","france","FA",2008,10,7,5,1
"1348","france","FA",2009,8,6,3,1
"1349","france","FA",2010,10,4,2,1
"1350","france","FA",2011,8,6,2,0
"1351","france","FA",2012,9,6,4,1
"1352","france","FA",2013,8,7,5,3
"1353","france","FA",2014,7,7,6,1
"1354","france","FA",2015,9,6,3,2
"1355","france","FA",2016,9,5,2,0
"1356","france","FA",2017,7,5,2,0
"1357","france","FA",2018,6,4,3,2
"1358","france","FA",2019,4,4,4,1
"1359","france","FA",2020,5,4,2,1
"1360","france","FA",2021,5,3,1,0
"1361","france","FA",2022,3,2,1,0
"1362","france","FA",2023,2,1,1,1
"1363","france","FA",2024,1,1,1,0
"1364","france","FA",2025,1,1,0,0
"1365","france","FA",2026,1,0,0,0
"1366","france","Other",1992,0,0,0,0
"1367","france","Other",1993,0,0,0,0
"1368","france","Other",1994,0,0,0,0
"1369","france","Other",1995,0,0,0,0
"1370","france","Other",1996,0,0,0,0
"1371","france","Other",1997,0,0,0,0
"1372","france","Other",1998,1,0,0,0
"1373","france","Other",1999,1,1,0,0
"1374","france","Other",2000,1,1,1,0
"1375","france","Other",2001,1,1,1,1
"1376","france","Other",2002,3,1,1,0
"1377","france","Other",2003,4,3,0,0
"1378","france","Other",2004,6,3,2,0
"1379","france","Other",2005,5,5,3,2
"1380","france","Other",2006,5,5,5,1
"1381","france","Other",2007,5,5,3,2
"1382","france","Other",2008,6,3,2,0
"1383","france","Other",2009,4,3,0,0
"1384","france","Other",2010,3,1,1,0
"1385","france","Other",2011,3,1,1,1
"1386","france","Other",2012,3,3,1,0
"1387","france","Other",2013,5,3,2,0
"1388","france","Other",2014,5,4,2,2
"1389","france","Other",2015,6,4,4,0
"1390","france","Other",2016,7,6,2,2
"1391","france","Other",2017,7,5,4,0
"1392","france","Other",2018,5,5,3,2
"1393","france","Other",2019,6,3,3,1
"1394","france","Other",2020,4,4,1,0
"1395","france","Other",2021,5,2,1,0
"1396","france","Other",2022,4,2,1,1
"1397","france","Other",2023,3,3,2,0
"1398","france","Other",2024,3,3,2,1
"1399","france","Other",2025,3,2,2,1
"1400","france","Other",2026,2,2,1,0
"1401","france","Tax",1992,1,0,0,0
"1402","france","Tax",1993,1,1,0,0
"1403","france","Tax",1994,1,1,1,0
"1404","france","Tax",1995,2,1,1,1
"1405","france","Tax",1996,2,2,1,0
"1406","france","Tax",1997,2,2,1,0
"1407","france","Tax",1998,2,1,1,1
"1408","france","Tax",1999,1,1,1,0
"1409","france","Tax",2000,1,1,0,0
"1410","france","Tax",2001,2,0,0,0
"1411","france","Tax",2002,1,1,0,0
"1412","france","Tax",2003,1,1,1,0
"1413","france","Tax",2004,1,1,1,1
"1414","france","Tax",2005,2,1,1,0
"1415","france","Tax",2006,2,2,0,0
"1416","france","Tax",2007,2,1,1,0
"1417","france","Tax",2008,1,1,1,1
"1418","france","Tax",2009,2,1,1,0
"1419","france","Tax",2010,2,2,0,0
"1420","france","Tax",2011,2,1,1,0
"1421","france","Tax",2012,1,1,1,1
"1422","france","Tax",2013,2,1,1,0
"1423","france","Tax",2014,3,2,0,0
"1424","france","Tax",2015,3,2,1,0
"1425","france","Tax",2016,3,2,2,1
"1426","france","Tax",2017,3,3,2,1
"1427","france","Tax",2018,4,3,2,0
"1428","france","Tax",2019,4,3,1,1
"1429","france","Tax",2020,4,2,2,0
"1430","france","Tax",2021,4,3,1,1
"1431","france","Tax",2022,4,3,2,0
"1432","france","Tax",2023,3,3,2,1
"1433","france","Tax",2024,3,2,2,1
"1434","france","Tax",2025,2,2,1,0
"1435","france","Tax",2026,2,1,0,0
"1436","france","FA",1990,1,NA,NA,NA
"1437","france","FA",1991,1,1,NA,NA
"1438","france","Other",2027,2,1,NA,NA
"1439","france","Tax",2027,1,NA,NA,NA
"1440","france","Other",2028,1,NA,NA,NA
"1441","germany","Audit",1992,0,0,0,0
"1442","germany","Audit",1993,0,0,0,0
"1443","germany","Audit",1994,0,0,0,0
"1444","germany","Audit",1995,1,0,0,0
"1445","germany","Audit",1996,1,1,0,0
"1446","germany","Audit",1997,1,1,1,0
"1447","germany","Audit",1998,1,1,1,1
"1448","germany","Audit",1999,1,1,1,0
"1449","germany","Audit",2000,1,1,0,0
"1450","germany","Audit",2001,3,0,0,0
"1451","germany","Audit",2002,2,2,0,0
"1452","germany","Audit",2003,2,2,2,0
"1453","germany","Audit",2004,2,2,2,2
"1454","germany","Audit",2005,3,2,2,0
"1455","germany","Audit",2006,3,3,0,0
"1456","germany","Audit",2007,3,1,1,0
"1457","germany","Audit",2008,1,1,1,1
"1458","germany","Audit",2009,1,1,1,0
"1459","germany","Audit",2010,1,1,0,0
"1460","germany","Audit",2011,1,0,0,0
"1461","germany","Audit",2012,0,0,0,0
"1462","germany","Audit",2013,2,0,0,0
"1463","germany","Audit",2014,2,2,0,0
"1464","germany","Audit",2015,2,2,2,0
"1465","germany","Audit",2016,2,2,2,2
"1466","germany","Audit",2017,2,2,2,0
"1467","germany","Audit",2018,2,2,0,0
"1468","germany","Audit",2019,2,0,0,0
"1469","germany","Audit",2020,0,0,0,0
"1470","germany","Audit",2021,0,0,0,0
"1471","germany","Audit",2022,0,0,0,0
"1472","germany","Audit",2023,0,0,0,0
"1473","germany","Audit",2024,0,0,0,0
"1474","germany","Audit",2025,0,0,0,0
"1475","germany","Audit",2026,0,0,0,0
"1476","germany","FA",1992,1,1,1,0
"1477","germany","FA",1993,1,1,1,1
"1478","germany","FA",1994,2,1,1,0
"1479","germany","FA",1995,3,2,0,0
"1480","germany","FA",1996,4,2,1,0
"1481","germany","FA",1997,3,3,2,1
"1482","germany","FA",1998,3,3,3,1
"1483","germany","FA",1999,3,3,2,1
"1484","germany","FA",2000,5,2,1,0
"1485","germany","FA",2001,6,3,0,0
"1486","germany","FA",2002,7,4,2,0
"1487","germany","FA",2003,7,6,4,2
"1488","germany","FA",2004,10,7,6,2
"1489","germany","FA",2005,11,10,5,2
"1490","germany","FA",2006,13,9,6,1
"1491","germany","FA",2007,12,9,5,3
"1492","germany","FA",2008,10,8,6,1
"1493","germany","FA",2009,10,7,4,2
"1494","germany","FA",2010,12,6,3,1
"1495","germany","FA",2011,10,8,3,0
"1496","germany","FA",2012,11,7,5,2
"1497","germany","FA",2013,9,8,6,3
"1498","germany","FA",2014,8,8,6,1
"1499","germany","FA",2015,10,6,3,2
"1500","germany","FA",2016,9,5,2,0
"1501","germany","FA",2017,7,5,2,0
"1502","germany","FA",2018,8,4,3,2
"1503","germany","FA",2019,7,6,4,1
"1504","germany","FA",2020,8,7,4,1
"1505","germany","FA",2021,8,6,4,2
"1506","germany","FA",2022,6,5,4,1
"1507","germany","FA",2023,5,4,2,1
"1508","germany","FA",2024,4,2,1,0
"1509","germany","FA",2025,2,1,0,0
"1510","germany","FA",2026,1,0,0,0
"1511","germany","Other",1992,0,0,0,0
"1512","germany","Other",1993,0,0,0,0
"1513","germany","Other",1994,0,0,0,0
"1514","germany","Other",1995,0,0,0,0
"1515","germany","Other",1996,0,0,0,0
"1516","germany","Other",1997,0,0,0,0
"1517","germany","Other",1998,0,0,0,0
"1518","germany","Other",1999,1,0,0,0
"1519","germany","Other",2000,1,1,0,0
"1520","germany","Other",2001,2,1,1,0
"1521","germany","Other",2002,3,2,1,1
"1522","germany","Other",2003,4,3,2,0
"1523","germany","Other",2004,6,4,2,1
"1524","germany","Other",2005,6,5,3,1
"1525","germany","Other",2006,7,5,4,1
"1526","germany","Other",2007,7,6,3,2
"1527","germany","Other",2008,6,5,4,0
"1528","germany","Other",2009,5,4,2,2
"1529","germany","Other",2010,4,2,2,0
"1530","germany","Other",2011,2,2,0,0
"1531","germany","Other",2012,2,0,0,0
"1532","germany","Other",2013,2,0,0,0
"1533","germany","Other",2014,2,2,0,0
"1534","germany","Other",2015,4,2,2,0
"1535","germany","Other",2016,5,4,2,2
"1536","germany","Other",2017,5,5,4,0
"1537","germany","Other",2018,5,5,3,2
"1538","germany","Other",2019,6,3,3,1
"1539","germany","Other",2020,5,4,1,0
"1540","germany","Other",2021,6,3,1,0
"1541","germany","Other",2022,5,3,2,1
"1542","germany","Other",2023,4,4,3,1
"1543","germany","Other",2024,4,4,3,1
"1544","germany","Other",2025,4,3,2,1
"1545","germany","Other",2026,3,2,1,0
"1546","germany","Tax",1992,1,1,0,0
"1547","germany","Tax",1993,1,1,1,0
"1548","germany","Tax",1994,1,1,1,1
"1549","germany","Tax",1995,1,1,1,0
"1550","germany","Tax",1996,2,1,0,0
"1551","germany","Tax",1997,2,1,0,0
"1552","germany","Tax",1998,3,1,1,0
"1553","germany","Tax",1999,3,3,1,1
"1554","germany","Tax",2000,3,3,3,0
"1555","germany","Tax",2001,4,3,2,2
"1556","germany","Tax",2002,4,3,2,0
"1557","germany","Tax",2003,4,3,1,0
"1558","germany","Tax",2004,4,2,1,1
"1559","germany","Tax",2005,5,2,2,0
"1560","germany","Tax",2006,5,5,1,1
"1561","germany","Tax",2007,5,4,4,0
"1562","germany","Tax",2008,4,4,3,3
"1563","germany","Tax",2009,5,3,3,0
"1564","germany","Tax",2010,4,4,0,0
"1565","germany","Tax",2011,4,1,1,0
"1566","germany","Tax",2012,1,1,1,1
"1567","germany","Tax",2013,1,1,1,0
"1568","germany","Tax",2014,2,1,0,0
"1569","germany","Tax",2015,2,1,0,0
"1570","germany","Tax",2016,2,1,1,0
"1571","germany","Tax",2017,2,2,1,1
"1572","germany","Tax",2018,2,2,2,0
"1573","germany","Tax",2019,2,2,1,1
"1574","germany","Tax",2020,3,1,1,0
"1575","germany","Tax",2021,3,2,0,0
"1576","germany","Tax",2022,3,2,1,0
"1577","germany","Tax",2023,2,2,2,1
"1578","germany","Tax",2024,2,2,2,1
"1579","germany","Tax",2025,2,2,1,0
"1580","germany","Tax",2026,2,1,0,0
"1581","germany","FA",1990,1,NA,NA,NA
"1582","germany","FA",1991,1,1,NA,NA
"1583","germany","Tax",1991,1,NA,NA,NA
"1584","germany","Other",2027,2,1,NA,NA
"1585","germany","Tax",2027,1,NA,NA,NA
"1586","germany","Other",2028,1,NA,NA,NA
"1587","greece","Audit",1992,0,0,0,0
"1588","greece","Audit",1993,0,0,0,0
"1589","greece","Audit",1994,0,0,0,0
"1590","greece","Audit",1995,0,0,0,0
"1591","greece","Audit",1996,0,0,0,0
"1592","greece","Audit",1997,0,0,0,0
"1593","greece","Audit",1998,0,0,0,0
"1594","greece","Audit",1999,0,0,0,0
"1595","greece","Audit",2000,1,0,0,0
"1596","greece","Audit",2001,1,1,0,0
"1597","greece","Audit",2002,1,1,1,0
"1598","greece","Audit",2003,1,1,1,1
"1599","greece","Audit",2004,1,1,1,0
"1600","greece","Audit",2005,2,1,0,0
"1601","greece","Audit",2006,2,1,0,0
"1602","greece","Audit",2007,1,1,1,0
"1603","greece","Audit",2008,1,1,1,1
"1604","greece","Audit",2009,1,1,1,0
"1605","greece","Audit",2010,1,1,0,0
"1606","greece","Audit",2011,1,0,0,0
"1607","greece","Audit",2012,0,0,0,0
"1608","greece","Audit",2013,2,0,0,0
"1609","greece","Audit",2014,2,2,0,0
"1610","greece","Audit",2015,2,2,2,0
"1611","greece","Audit",2016,2,2,2,2
"1612","greece","Audit",2017,2,2,2,0
"1613","greece","Audit",2018,2,2,0,0
"1614","greece","Audit",2019,2,0,0,0
"1615","greece","Audit",2020,0,0,0,0
"1616","greece","Audit",2021,0,0,0,0
"1617","greece","Audit",2022,0,0,0,0
"1618","greece","Audit",2023,0,0,0,0
"1619","greece","Audit",2024,0,0,0,0
"1620","greece","Audit",2025,0,0,0,0
"1621","greece","Audit",2026,0,0,0,0
"1622","greece","FA",1992,1,1,1,0
"1623","greece","FA",1993,1,1,1,1
"1624","greece","FA",1994,1,1,1,0
"1625","greece","FA",1995,1,1,0,0
"1626","greece","FA",1996,1,0,0,0
"1627","greece","FA",1997,0,0,0,0
"1628","greece","FA",1998,1,0,0,0
"1629","greece","FA",1999,1,1,0,0
"1630","greece","FA",2000,1,1,1,0
"1631","greece","FA",2001,2,1,1,1
"1632","greece","FA",2002,3,2,1,0
"1633","greece","FA",2003,4,3,1,0
"1634","greece","FA",2004,7,3,2,1
"1635","greece","FA",2005,8,6,3,1
"1636","greece","FA",2006,9,8,5,1
"1637","greece","FA",2007,9,8,6,3
"1638","greece","FA",2008,8,7,6,2
"1639","greece","FA",2009,8,6,3,1
"1640","greece","FA",2010,10,4,1,0
"1641","greece","FA",2011,8,5,1,0
"1642","greece","FA",2012,8,5,4,1
"1643","greece","FA",2013,7,7,5,3
"1644","greece","FA",2014,7,7,6,1
"1645","greece","FA",2015,9,6,3,2
"1646","greece","FA",2016,9,5,2,0
"1647","greece","FA",2017,7,5,2,0
"1648","greece","FA",2018,6,4,3,2
"1649","greece","FA",2019,4,4,4,1
"1650","greece","FA",2020,5,4,2,1
"1651","greece","FA",2021,5,3,1,0
"1652","greece","FA",2022,3,2,1,0
"1653","greece","FA",2023,2,1,1,1
"1654","greece","FA",2024,1,1,1,0
"1655","greece","FA",2025,1,1,0,0
"1656","greece","FA",2026,1,0,0,0
"1657","greece","Other",1992,0,0,0,0
"1658","greece","Other",1993,0,0,0,0
"1659","greece","Other",1994,1,0,0,0
"1660","greece","Other",1995,1,1,0,0
"1661","greece","Other",1996,1,1,1,0
"1662","greece","Other",1997,1,1,1,1
"1663","greece","Other",1998,1,1,1,0
"1664","greece","Other",1999,1,1,0,0
"1665","greece","Other",2000,1,0,0,0
"1666","greece","Other",2001,0,0,0,0
"1667","greece","Other",2002,2,0,0,0
"1668","greece","Other",2003,3,2,0,0
"1669","greece","Other",2004,5,3,2,0
"1670","greece","Other",2005,5,5,3,2
"1671","greece","Other",2006,5,5,5,1
"1672","greece","Other",2007,6,5,3,2
"1673","greece","Other",2008,6,4,2,0
"1674","greece","Other",2009,4,3,1,0
"1675","greece","Other",2010,3,1,1,1
"1676","greece","Other",2011,1,1,1,0
"1677","greece","Other",2012,1,1,0,0
"1678","greece","Other",2013,3,0,0,0
"1679","greece","Other",2014,2,2,0,0
"1680","greece","Other",2015,4,2,2,0
"1681","greece","Other",2016,6,4,2,2
"1682","greece","Other",2017,6,6,4,0
"1683","greece","Other",2018,6,6,4,2
"1684","greece","Other",2019,7,4,4,2
"1685","greece","Other",2020,5,5,2,0
"1686","greece","Other",2021,6,3,1,0
"1687","greece","Other",2022,5,2,1,1
"1688","greece","Other",2023,3,3,2,0
"1689","greece","Other",2024,3,3,2,1
"1690","greece","Other",2025,3,2,2,1
"1691","greece","Other",2026,2,2,1,0
"1692","greece","Tax",1992,0,0,0,0
"1693","greece","Tax",1993,0,0,0,0
"1694","greece","Tax",1994,0,0,0,0
"1695","greece","Tax",1995,1,0,0,0
"1696","greece","Tax",1996,1,1,0,0
"1697","greece","Tax",1997,1,1,1,0
"1698","greece","Tax",1998,1,1,1,1
"1699","greece","Tax",1999,1,1,1,0
"1700","greece","Tax",2000,1,1,0,0
"1701","greece","Tax",2001,1,0,0,0
"1702","greece","Tax",2002,1,0,0,0
"1703","greece","Tax",2003,2,1,0,0
"1704","greece","Tax",2004,3,2,1,0
"1705","greece","Tax",2005,4,3,2,1
"1706","greece","Tax",2006,4,4,3,1
"1707","greece","Tax",2007,4,4,3,1
"1708","greece","Tax",2008,5,3,2,1
"1709","greece","Tax",2009,5,3,1,0
"1710","greece","Tax",2010,5,3,1,0
"1711","greece","Tax",2011,4,3,2,1
"1712","greece","Tax",2012,3,3,3,1
"1713","greece","Tax",2013,4,3,2,1
"1714","greece","Tax",2014,5,3,1,0
"1715","greece","Tax",2015,4,3,1,0
"1716","greece","Tax",2016,5,2,2,1
"1717","greece","Tax",2017,4,4,2,1
"1718","greece","Tax",2018,4,4,3,0
"1719","greece","Tax",2019,4,3,2,2
"1720","greece","Tax",2020,4,2,2,0
"1721","greece","Tax",2021,4,3,0,0
"1722","greece","Tax",2022,4,2,1,0
"1723","greece","Tax",2023,2,2,2,1
"1724","greece","Tax",2024,2,2,2,1
"1725","greece","Tax",2025,2,2,1,0
"1726","greece","Tax",2026,2,1,0,0
"1727","greece","FA",1990,1,NA,NA,NA
"1728","greece","FA",1991,1,1,NA,NA
"1729","greece","Other",2027,2,1,NA,NA
"1730","greece","Tax",2027,1,NA,NA,NA
"1731","greece","Other",2028,1,NA,NA,NA
"1732","hungary","Audit",1992,0,0,0,0
"1733","hungary","Audit",1993,0,0,0,0
"1734","hungary","Audit",1994,0,0,0,0
"1735","hungary","Audit",1995,0,0,0,0
"1736","hungary","Audit",1996,0,0,0,0
"1737","hungary","Audit",1997,0,0,0,0
"1738","hungary","Audit",1998,0,0,0,0
"1739","hungary","Audit",1999,0,0,0,0
"1740","hungary","Audit",2000,0,0,0,0
"1741","hungary","Audit",2001,0,0,0,0
"1742","hungary","Audit",2002,0,0,0,0
"1743","hungary","Audit",2003,0,0,0,0
"1744","hungary","Audit",2004,0,0,0,0
"1745","hungary","Audit",2005,1,0,0,0
"1746","hungary","Audit",2006,1,1,0,0
"1747","hungary","Audit",2007,1,1,1,0
"1748","hungary","Audit",2008,1,1,1,1
"1749","hungary","Audit",2009,1,1,1,0
"1750","hungary","Audit",2010,1,1,0,0
"1751","hungary","Audit",2011,1,0,0,0
"1752","hungary","Audit",2012,0,0,0,0
"1753","hungary","Audit",2013,2,0,0,0
"1754","hungary","Audit",2014,2,2,0,0
"1755","hungary","Audit",2015,2,2,2,0
"1756","hungary","Audit",2016,2,2,2,2
"1757","hungary","Audit",2017,2,2,2,0
"1758","hungary","Audit",2018,2,2,0,0
"1759","hungary","Audit",2019,2,0,0,0
"1760","hungary","Audit",2020,0,0,0,0
"1761","hungary","Audit",2021,0,0,0,0
"1762","hungary","Audit",2022,0,0,0,0
"1763","hungary","Audit",2023,0,0,0,0
"1764","hungary","Audit",2024,0,0,0,0
"1765","hungary","Audit",2025,0,0,0,0
"1766","hungary","Audit",2026,0,0,0,0
"1767","hungary","FA",1992,0,0,0,0
"1768","hungary","FA",1993,0,0,0,0
"1769","hungary","FA",1994,0,0,0,0
"1770","hungary","FA",1995,0,0,0,0
"1771","hungary","FA",1996,0,0,0,0
"1772","hungary","FA",1997,0,0,0,0
"1773","hungary","FA",1998,1,0,0,0
"1774","hungary","FA",1999,1,1,0,0
"1775","hungary","FA",2000,1,1,1,0
"1776","hungary","FA",2001,1,1,1,1
"1777","hungary","FA",2002,3,1,1,0
"1778","hungary","FA",2003,4,3,0,0
"1779","hungary","FA",2004,7,3,2,0
"1780","hungary","FA",2005,8,6,3,2
"1781","hungary","FA",2006,9,8,6,1
"1782","hungary","FA",2007,10,9,6,3
"1783","hungary","FA",2008,10,8,6,2
"1784","hungary","FA",2009,9,7,4,1
"1785","hungary","FA",2010,11,5,2,1
"1786","hungary","FA",2011,9,6,2,0
"1787","hungary","FA",2012,9,6,4,1
"1788","hungary","FA",2013,8,7,5,3
"1789","hungary","FA",2014,8,7,6,1
"1790","hungary","FA",2015,11,7,3,2
"1791","hungary","FA",2016,11,7,3,0
"1792","hungary","FA",2017,9,7,4,1
"1793","hungary","FA",2018,8,6,5,3
"1794","hungary","FA",2019,6,6,5,1
"1795","hungary","FA",2020,7,5,2,1
"1796","hungary","FA",2021,6,3,1,0
"1797","hungary","FA",2022,3,2,1,0
"1798","hungary","FA",2023,2,1,1,1
"1799","hungary","FA",2024,1,1,1,0
"1800","hungary","FA",2025,1,1,0,0
"1801","hungary","FA",2026,1,0,0,0
"1802","hungary","Other",1992,0,0,0,0
"1803","hungary","Other",1993,0,0,0,0
"1804","hungary","Other",1994,0,0,0,0
"1805","hungary","Other",1995,0,0,0,0
"1806","hungary","Other",1996,0,0,0,0
"1807","hungary","Other",1997,0,0,0,0
"1808","hungary","Other",1998,0,0,0,0
"1809","hungary","Other",1999,0,0,0,0
"1810","hungary","Other",2000,0,0,0,0
"1811","hungary","Other",2001,1,0,0,0
"1812","hungary","Other",2002,3,1,0,0
"1813","hungary","Other",2003,4,3,1,0
"1814","hungary","Other",2004,6,4,3,1
"1815","hungary","Other",2005,6,6,4,2
"1816","hungary","Other",2006,7,6,5,1
"1817","hungary","Other",2007,7,6,3,2
"1818","hungary","Other",2008,6,4,3,0
"1819","hungary","Other",2009,4,3,1,1
"1820","hungary","Other",2010,3,1,1,0
"1821","hungary","Other",2011,1,1,0,0
"1822","hungary","Other",2012,1,0,0,0
"1823","hungary","Other",2013,2,0,0,0
"1824","hungary","Other",2014,2,2,0,0
"1825","hungary","Other",2015,4,2,2,0
"1826","hungary","Other",2016,5,4,2,2
"1827","hungary","Other",2017,5,5,4,0
"1828","hungary","Other",2018,5,5,3,2
"1829","hungary","Other",2019,6,3,3,1
"1830","hungary","Other",2020,4,4,1,0
"1831","hungary","Other",2021,5,2,1,0
"1832","hungary","Other",2022,4,2,1,1
"1833","hungary","Other",2023,3,3,2,0
"1834","hungary","Other",2024,3,3,2,1
"1835","hungary","Other",2025,3,2,2,1
"1836","hungary","Other",2026,2,2,1,0
"1837","hungary","Tax",1992,2,1,0,0
"1838","hungary","Tax",1993,2,2,1,0
"1839","hungary","Tax",1994,2,2,2,1
"1840","hungary","Tax",1995,2,2,2,1
"1841","hungary","Tax",1996,2,2,1,0
"1842","hungary","Tax",1997,2,1,0,0
"1843","hungary","Tax",1998,1,0,0,0
"1844","hungary","Tax",1999,0,0,0,0
"1845","hungary","Tax",2000,0,0,0,0
"1846","hungary","Tax",2001,1,0,0,0
"1847","hungary","Tax",2002,1,1,0,0
"1848","hungary","Tax",2003,1,1,1,0
"1849","hungary","Tax",2004,1,1,1,1
"1850","hungary","Tax",2005,2,1,1,0
"1851","hungary","Tax",2006,2,2,0,0
"1852","hungary","Tax",2007,2,1,1,0
"1853","hungary","Tax",2008,1,1,1,1
"1854","hungary","Tax",2009,2,1,1,0
"1855","hungary","Tax",2010,2,2,0,0
"1856","hungary","Tax",2011,2,1,1,0
"1857","hungary","Tax",2012,1,1,1,1
"1858","hungary","Tax",2013,1,1,1,0
"1859","hungary","Tax",2014,3,1,0,0
"1860","hungary","Tax",2015,3,2,0,0
"1861","hungary","Tax",2016,3,2,2,0
"1862","hungary","Tax",2017,3,3,2,2
"1863","hungary","Tax",2018,3,3,3,0
"1864","hungary","Tax",2019,3,3,1,1
"1865","hungary","Tax",2020,4,1,1,0
"1866","hungary","Tax",2021,3,2,0,0
"1867","hungary","Tax",2022,3,2,1,0
"1868","hungary","Tax",2023,2,2,2,1
"1869","hungary","Tax",2024,2,2,2,1
"1870","hungary","Tax",2025,2,2,1,0
"1871","hungary","Tax",2026,2,1,0,0
"1872","hungary","Tax",1991,1,NA,NA,NA
"1873","hungary","Other",2027,2,1,NA,NA
"1874","hungary","Tax",2027,1,NA,NA,NA
"1875","hungary","Other",2028,1,NA,NA,NA
"1876","ireland","Audit",1992,0,0,0,0
"1877","ireland","Audit",1993,0,0,0,0
"1878","ireland","Audit",1994,0,0,0,0
"1879","ireland","Audit",1995,0,0,0,0
"1880","ireland","Audit",1996,0,0,0,0
"1881","ireland","Audit",1997,0,0,0,0
"1882","ireland","Audit",1998,0,0,0,0
"1883","ireland","Audit",1999,0,0,0,0
"1884","ireland","Audit",2000,0,0,0,0
"1885","ireland","Audit",2001,1,0,0,0
"1886","ireland","Audit",2002,1,1,0,0
"1887","ireland","Audit",2003,1,1,1,0
"1888","ireland","Audit",2004,1,1,1,1
"1889","ireland","Audit",2005,2,1,1,0
"1890","ireland","Audit",2006,2,2,0,0
"1891","ireland","Audit",2007,2,1,1,0
"1892","ireland","Audit",2008,1,1,1,1
"1893","ireland","Audit",2009,1,1,1,0
"1894","ireland","Audit",2010,1,1,0,0
"1895","ireland","Audit",2011,1,0,0,0
"1896","ireland","Audit",2012,0,0,0,0
"1897","ireland","Audit",2013,2,0,0,0
"1898","ireland","Audit",2014,2,2,0,0
"1899","ireland","Audit",2015,2,2,2,0
"1900","ireland","Audit",2016,2,2,2,2
"1901","ireland","Audit",2017,2,2,2,0
"1902","ireland","Audit",2018,2,2,0,0
"1903","ireland","Audit",2019,2,0,0,0
"1904","ireland","Audit",2020,0,0,0,0
"1905","ireland","Audit",2021,0,0,0,0
"1906","ireland","Audit",2022,0,0,0,0
"1907","ireland","Audit",2023,0,0,0,0
"1908","ireland","Audit",2024,0,0,0,0
